avg_monthly_income,income_std_dev,income_trend,income_sources_count,salary_days_variance,avg_monthly_spend,spend_to_income_ratio,discretionary_spend_ratio,balance_low_days,cash_withdrawal_ratio,utility_payment_ratio,avg_payment_delay,missed_payments,payment_consistency_score,mobile_recharge_gap,informal_loans_count,informal_repayment_ratio,bnpl_usage_freq,bnpl_on_time_ratio,short_term_borrow_freq,repayment_borrow_ratio,avg_monthly_sales,sales_growth_rate,order_cancellation_rate,repeat_customer_ratio,business_age_months,age,residence_years,employment_years,salary_account_flag,upi_transaction_count,digital_txn_ratio,unique_merchants_per_month,avg_txn_size,account_tenure_months,num_bank_accounts,savings_ratio,emi_burden_ratio,bounce_count,self_transfer_ratio,night_txn_ratio,credit_enquiry_count,insurance_payment_ratio,loan_to_income_proxy,rd_sip_flag,overdraft_usage_flag,tax_filing_flag,gst_registered_flag
,60112.99,,2.0,1.0,120031.07,0.4551,0.4922,1.0,0.0962,0.9823,20.36,7.0,38.11,,,0.9682,0.0,1.0,0.0,0.9564,-1.0,-999.0,-1.0,-1.0,-1.0,33.0,11.8,18.3,0.0,28.0,0.9734,68.0,439.67,213.5,1.0,,0.0161,5.0,0.0569,0.0871,0.0,0.9739,0.5796,1.0,0.0,1.0,1.0
80863.16,19639.21,-1.0,1.0,7.94,49528.69,0.6125,0.3098,5.0,0.16,0.8119,5.96,2.0,60.89,9.26,1.0,0.9596,2.0,0.7829,1.0,0.8269,-1.0,-999.0,-1.0,-1.0,-1.0,28.0,5.9,4.3,0.0,9.0,0.7528,48.0,256.63,109.6,2.0,0.395,0.0523,2.0,0.073,0.0554,3.0,0.8799,1.8828,1.0,0.0,1.0,1.0
15399.55,5720.58,0.0,3.0,7.11,19026.14,1.2355,0.1178,27.0,0.5817,0.3077,28.75,6.0,38.03,12.95,,0.1983,0.0,0.3792,6.0,0.2085,,-999.0,-1.0,-1.0,-1.0,28.0,1.7,0.0,0.0,0.0,0.2201,,3805.23,31.6,3.0,,,6.0,0.069,,10.0,0.3233,10.0,0.0,1.0,1.0,0.0
,4289.36,-1.0,2.0,2.69,24437.05,1.1584,0.04,26.0,0.5209,,19.18,6.0,33.55,,8.0,0.3143,0.0,0.3325,6.0,,73055.72,-0.0408,0.2849,0.203,27.4,21.0,6.0,1.1,0.0,4.0,0.1652,20.0,301.69,34.4,3.0,-0.1571,0.3701,6.0,,0.0782,9.0,0.4149,10.0,0.0,1.0,0.0,0.0
51877.37,8849.8,-1.0,1.0,2.86,51368.97,0.9902,0.2369,17.0,0.3823,0.5024,1.87,6.0,27.68,10.0,5.0,0.4647,0.0,0.5491,5.0,0.4234,-1.0,-999.0,-1.0,-1.0,-1.0,50.0,14.5,4.1,1.0,16.0,0.4303,24.0,529.58,52.6,2.0,0.028,0.2515,5.0,0.0573,0.0987,,0.4411,9.054,0.0,0.0,0.0,0.0
36202.51,1456.27,0.0,1.0,0.1,28350.19,0.7831,0.1727,,0.3556,0.696,51.21,5.0,14.75,18.89,3.0,0.529,0.0,0.5945,3.0,0.6347,,-999.0,-1.0,-1.0,,,12.0,2.7,1.0,9.0,0.5185,25.0,280.69,28.4,2.0,0.2093,0.1532,,0.1347,0.0705,6.0,0.5571,5.5152,0.0,1.0,0.0,0.0
157910.45,14055.98,0.0,1.0,1.9,78465.7,0.4969,0.4018,2.0,0.1635,1.0,17.59,5.0,54.63,26.33,0.0,0.9886,5.0,0.9942,0.0,1.0,-1.0,-999.0,,-1.0,-1.0,30.0,8.9,17.8,,11.0,0.9379,63.0,310.14,254.5,,,0.0269,4.0,,0.0945,0.0,,0.9684,0.0,0.0,1.0,0.0
11435.38,2647.06,0.0,2.0,4.78,14410.87,1.2602,0.1611,23.0,0.5106,0.396,0.0,5.0,54.42,26.3,8.0,,1.0,0.4365,6.0,0.2948,-1.0,-999.0,-1.0,-1.0,-1.0,,3.0,0.0,0.0,4.0,0.1757,9.0,389.48,33.6,1.0,-0.2135,0.3886,5.0,0.1159,,10.0,0.3882,10.0,0.0,0.0,1.0,0.0
80424.92,,-1.0,3.0,1.0,49839.32,0.6197,0.3496,6.0,0.2511,,3.58,1.0,61.5,16.03,1.0,0.783,2.0,0.7538,1.0,0.7738,234933.52,-0.1513,0.0993,0.7784,93.3,50.0,18.9,7.4,0.0,9.0,0.7831,48.0,258.23,83.7,1.0,0.3849,0.0942,1.0,0.1576,0.0506,2.0,0.7744,,1.0,0.0,1.0,0.0
18576.88,1211.18,-1.0,2.0,0.96,,1.1115,0.1193,23.0,0.5483,0.4791,32.49,,,23.54,7.0,,0.0,0.3275,6.0,0.3996,-1.0,-999.0,-1.0,,-1.0,18.0,1.3,0.0,1.0,5.0,0.1641,12.0,421.39,8.2,4.0,,0.351,6.0,,0.1231,9.0,0.3184,10.0,0.0,1.0,1.0,0.0
85996.93,40602.96,1.0,2.0,8.41,67808.58,0.7885,0.3527,9.0,0.3203,0.7791,21.83,6.0,,5.0,1.0,0.7266,3.0,0.8259,2.0,0.6828,-1.0,-999.0,-1.0,-1.0,-1.0,30.0,,5.2,1.0,15.0,0.7382,45.0,374.63,90.8,2.0,0.1893,,4.0,0.1315,0.1205,3.0,0.7624,6.0012,0.0,,1.0,0.0
43467.41,3444.92,,3.0,0.39,30331.56,0.6978,0.29,12.0,0.3469,0.7781,,2.0,47.8,35.0,,0.7271,0.0,0.6726,2.0,0.6785,-1.0,-999.0,-1.0,-1.0,-1.0,49.0,15.0,4.1,1.0,2.0,0.6166,41.0,183.83,80.9,,0.2809,0.1276,2.0,0.0694,0.1051,4.0,0.7256,4.5936,0.0,,0.0,0.0
55386.23,2326.55,1.0,1.0,0.08,32517.26,0.5871,0.3179,8.0,0.2392,0.82,18.73,5.0,34.84,5.0,1.0,0.8668,1.0,0.7843,1.0,0.8482,-1.0,-999.0,-1.0,,-1.0,18.0,1.6,7.5,1.0,12.0,0.7502,53.0,152.66,106.2,1.0,0.4008,0.0919,4.0,0.0749,0.0535,3.0,0.9852,3.3084,0.0,1.0,1.0,0.0
53640.63,9281.46,0.0,3.0,2.29,47262.76,0.8811,0.1655,12.0,0.2954,0.6386,18.78,3.0,45.73,16.35,2.0,,0.0,0.6962,2.0,0.571,137634.81,0.0516,,0.4404,52.6,18.0,7.5,5.9,0.0,8.0,0.52,34.0,344.98,37.4,1.0,0.1366,,2.0,0.0843,0.074,5.0,0.6553,,1.0,0.0,0.0,1.0
64462.3,15773.95,1.0,4.0,8.17,57248.97,0.8881,0.2821,15.0,0.3153,0.5995,21.55,4.0,37.8,90.0,4.0,0.5034,,0.5226,3.0,0.6257,267770.58,-0.0651,0.1762,0.4578,57.5,32.0,5.0,4.0,0.0,10.0,0.4295,26.0,545.23,38.9,1.0,0.1228,0.1625,3.0,0.0764,0.0746,6.0,0.6668,5.85,0.0,1.0,0.0,
89677.2,20753.24,1.0,3.0,5.66,43843.18,0.4889,0.376,2.0,0.1814,0.9632,14.45,4.0,55.85,7.19,0.0,0.9548,0.0,0.9088,0.0,0.832,131908.24,0.2043,,0.9373,27.2,29.0,7.7,12.0,1.0,6.0,0.8567,53.0,205.84,151.5,,0.5343,0.0,3.0,0.0716,0.0558,1.0,0.8388,,1.0,0.0,1.0,1.0
66943.1,28173.69,1.0,2.0,8.92,60228.71,0.8997,0.2063,13.0,0.4599,0.7007,33.42,9.0,0.0,10.0,3.0,0.6091,1.0,0.3797,3.0,0.6008,-1.0,-999.0,-1.0,-1.0,-1.0,21.0,1.3,0.0,0.0,12.0,0.5856,33.0,452.85,36.7,1.0,0.0852,0.1899,7.0,0.0541,0.1274,6.0,0.6524,6.8364,0.0,0.0,0.0,0.0
77552.99,4468.3,1.0,2.0,0.83,46322.4,0.5973,0.2535,,,0.7984,5.09,2.0,65.94,5.6,1.0,0.7581,2.0,0.8864,1.0,0.786,-1.0,-999.0,-1.0,-1.0,,23.0,3.1,,1.0,15.0,0.6832,42.0,,93.4,2.0,0.3972,0.0684,1.0,0.0686,0.0652,2.0,0.8896,2.4624,,0.0,1.0,0.0
44054.49,17002.68,0.0,3.0,2.24,41499.33,0.942,0.1949,16.0,0.4149,0.5718,45.15,5.0,21.58,40.31,4.0,0.4232,,,4.0,0.476,-1.0,,-1.0,-1.0,-1.0,25.0,,0.0,1.0,13.0,0.3952,17.0,,23.4,1.0,0.0857,0.1918,5.0,0.1133,0.1685,7.0,0.5394,6.9048,,,,0.0
11509.52,570.9,,1.0,0.77,14344.31,1.2463,0.0601,24.0,0.5402,0.3689,20.31,1.0,85.31,38.78,8.0,0.3178,0.0,0.3314,6.0,0.228,-1.0,-999.0,-1.0,-1.0,-1.0,42.0,3.8,1.3,1.0,6.0,0.2136,1.0,2868.86,34.2,2.0,-0.24,0.5085,2.0,,0.1028,10.0,0.3742,10.0,0.0,0.0,1.0,
30417.92,2374.47,0.0,1.0,,36714.43,1.207,0.1158,20.0,0.4263,0.4154,29.49,6.0,37.12,10.0,7.0,,1.0,0.3975,5.0,0.3673,-1.0,-999.0,-1.0,-1.0,-1.0,34.0,6.3,0.3,1.0,9.0,0.2599,,532.09,9.4,3.0,-0.2063,0.3471,6.0,0.1247,0.0766,9.0,0.4316,10.0,0.0,1.0,1.0,
43991.53,4250.42,0.0,1.0,0.23,39376.82,0.8951,0.2354,,0.3783,0.6852,32.98,3.0,28.01,13.8,2.0,0.6092,0.0,0.6608,2.0,0.6459,-1.0,-999.0,-1.0,-1.0,-1.0,31.0,6.3,,1.0,3.0,0.4696,40.0,244.58,70.5,1.0,0.1455,0.1014,3.0,0.0938,0.064,5.0,0.7445,3.6504,0.0,0.0,0.0,0.0
,9317.86,0.0,1.0,12.6,38489.99,0.961,0.2782,14.0,0.3914,0.674,,6.0,21.31,18.83,3.0,0.5543,2.0,0.6439,2.0,,-1.0,-999.0,-1.0,-1.0,-1.0,29.0,5.5,5.7,0.0,5.0,0.5414,24.0,396.8,51.0,1.0,0.0474,,5.0,0.1775,0.0645,5.0,,6.1272,0.0,1.0,0.0,1.0
76665.12,3454.89,1.0,,0.51,53857.25,0.7025,0.3497,8.0,0.2192,0.8854,8.09,3.0,60.81,23.7,1.0,0.6485,,0.8322,1.0,0.6077,-1.0,-999.0,,-1.0,-1.0,44.0,13.6,4.9,1.0,14.0,0.7474,,,67.1,,0.3154,0.0861,2.0,0.0655,,3.0,0.8331,3.0996,0.0,1.0,1.0,0.0
75678.51,17123.6,1.0,2.0,15.55,41328.03,0.5461,,6.0,0.2518,0.8441,9.23,3.0,58.93,23.37,1.0,0.755,0.0,0.8203,1.0,0.825,-1.0,-999.0,-1.0,-1.0,-1.0,49.0,19.2,7.5,1.0,16.0,0.7286,47.0,218.67,104.3,2.0,0.4392,0.0767,2.0,0.0703,0.0536,2.0,0.8367,2.7612,,0.0,1.0,1.0
17140.79,2620.51,0.0,2.0,,,1.089,0.1315,21.0,0.52,0.4516,6.79,9.0,18.23,60.94,7.0,0.2582,1.0,0.2843,6.0,0.172,26825.31,-0.1236,0.2786,0.0731,,,1.8,1.6,1.0,0.0,0.2635,1.0,3733.26,23.4,,-0.0665,0.3253,7.0,,0.0962,9.0,0.3952,10.0,0.0,1.0,0.0,0.0
148514.23,8871.53,1.0,1.0,1.2,81252.14,0.5471,0.3918,,0.1542,0.879,11.11,2.0,64.72,24.13,,0.9688,2.0,0.8823,0.0,0.8741,-1.0,-999.0,-1.0,,-1.0,21.0,2.5,11.6,,25.0,0.9459,55.0,367.66,141.2,2.0,,,1.0,,0.044,1.0,0.8905,1.1556,1.0,0.0,,0.0
21329.05,3431.21,0.0,3.0,4.13,22805.02,1.0692,0.1062,22.0,0.4697,0.5408,,6.0,23.84,11.47,6.0,0.362,0.0,0.4658,,0.3403,64429.27,-0.0427,0.2353,0.3304,20.8,,7.7,0.0,0.0,0.0,0.2799,17.0,330.51,41.4,4.0,-0.0834,,7.0,0.15,0.0889,8.0,0.3187,10.0,0.0,0.0,0.0,1.0
57170.88,7533.16,-1.0,1.0,0.63,32581.68,0.5699,0.3061,7.0,0.289,0.8246,12.55,3.0,50.69,8.81,1.0,0.761,2.0,0.7244,1.0,0.747,-1.0,-999.0,-1.0,-1.0,-1.0,33.0,,4.0,1.0,11.0,0.7399,55.0,147.43,100.5,1.0,0.4283,0.0611,2.0,0.1794,0.0997,2.0,0.8644,2.1996,0.0,,0.0,
34463.02,12338.47,0.0,2.0,12.03,32205.69,0.9345,0.1964,16.0,0.55,0.6332,43.62,6.0,2.92,12.02,3.0,0.5791,4.0,0.495,,0.5257,-1.0,-999.0,-1.0,,,19.0,3.1,3.1,,5.0,0.4985,20.0,397.6,52.4,2.0,,0.1988,,0.0829,0.1544,6.0,0.5771,7.1568,0.0,0.0,0.0,0.0
86708.12,16248.63,1.0,4.0,6.28,46432.2,0.5355,0.3509,5.0,0.1682,0.8321,19.5,5.0,33.36,10.37,1.0,0.9162,3.0,0.808,,0.8248,,0.1513,0.0924,,23.2,33.0,9.7,7.1,1.0,14.0,,56.0,206.37,114.9,1.0,0.4811,0.0813,4.0,0.0597,0.0893,2.0,0.831,2.9268,1.0,0.0,1.0,1.0
36910.03,13335.88,1.0,,8.11,31561.77,,,,0.5064,,32.27,9.0,0.0,10.0,3.0,0.4821,0.0,0.5762,3.0,0.688,-1.0,-999.0,-1.0,-1.0,-1.0,,7.7,4.3,0.0,1.0,0.4119,,244.66,54.0,4.0,0.1091,0.1775,7.0,0.1009,0.1256,5.0,0.6165,6.39,,0.0,1.0,0.0
,8829.06,0.0,2.0,1.68,49613.56,0.944,0.2189,14.0,0.4544,0.697,43.87,9.0,0.0,13.51,3.0,0.5606,0.0,0.5794,3.0,0.5831,,0.1641,0.1798,0.4568,51.8,34.0,8.7,2.7,1.0,9.0,0.4431,23.0,533.48,32.0,1.0,0.0517,0.1551,7.0,0.0944,0.0676,5.0,0.5889,5.5836,1.0,0.0,1.0,1.0
50585.88,11229.25,1.0,1.0,5.24,43630.32,0.8625,0.251,20.0,0.3095,0.6541,50.56,2.0,37.93,42.72,3.0,,2.0,,3.0,0.3777,,,-1.0,-1.0,-1.0,39.0,7.2,1.9,1.0,,0.5041,27.0,400.28,47.7,1.0,0.1453,0.1831,2.0,0.1439,0.0674,,0.5755,,0.0,0.0,0.0,0.0
63789.22,14929.49,-1.0,4.0,3.94,49277.17,0.7725,0.2887,,,0.7244,30.11,2.0,44.4,35.0,2.0,0.6517,2.0,0.7957,,,228987.87,0.0015,0.1532,0.6204,41.5,62.0,22.1,7.4,0.0,16.0,0.6324,42.0,291.58,66.0,1.0,0.1993,0.0634,2.0,0.0754,0.0817,4.0,0.7307,2.2824,1.0,0.0,1.0,0.0
55603.39,2300.17,-1.0,1.0,1.27,51116.2,0.9193,0.3252,15.0,0.3195,0.7045,30.89,7.0,12.33,15.84,3.0,0.5908,1.0,0.5656,3.0,0.5818,-1.0,-999.0,-1.0,-1.0,-1.0,32.0,7.7,5.7,1.0,,0.5277,35.0,362.53,43.9,2.0,0.0884,0.2082,5.0,0.0731,0.0632,5.0,0.6761,7.4952,0.0,0.0,1.0,0.0
15280.73,2649.18,0.0,3.0,1.0,17271.81,,0.0414,24.0,0.4506,0.4145,53.97,8.0,14.7,25.41,8.0,0.2354,3.0,0.2622,6.0,0.3511,27055.8,0.0154,0.2943,0.2004,35.9,42.0,3.8,0.0,0.0,6.0,0.189,7.0,595.58,7.8,2.0,-0.1504,0.482,8.0,0.0775,0.1386,10.0,0.4311,10.0,0.0,1.0,0.0,0.0
151227.85,26554.85,1.0,,9.44,81088.37,0.5362,0.3728,2.0,0.1164,0.9951,24.09,9.0,24.51,11.2,0.0,0.972,0.0,0.9718,0.0,0.9264,585001.52,0.0927,0.0227,0.9111,44.1,43.0,19.5,12.5,,15.0,1.0,57.0,354.1,193.9,1.0,0.4462,0.0562,7.0,0.0477,0.0416,0.0,0.9533,2.0232,0.0,0.0,,
,31617.12,1.0,1.0,8.12,67221.38,0.5336,0.3582,2.0,,0.9985,4.37,1.0,,35.0,0.0,1.0,3.0,0.8813,,0.9934,-1.0,-999.0,-1.0,-1.0,-1.0,18.0,0.5,10.8,1.0,16.0,0.9398,62.0,269.97,157.6,2.0,0.4331,0.0237,1.0,0.0596,0.0723,,1.0,0.8532,1.0,0.0,1.0,1.0
32235.92,1680.37,,1.0,3.84,,1.023,0.0804,,0.4532,0.5328,47.01,7.0,14.58,12.46,6.0,,1.0,0.5937,5.0,0.3738,-1.0,-999.0,-1.0,-1.0,-1.0,48.0,7.8,1.9,,4.0,0.2187,11.0,732.83,47.6,1.0,-0.0394,0.2919,,0.0508,0.1184,9.0,0.3841,10.0,0.0,0.0,1.0,0.0
26630.93,4171.69,,4.0,3.89,,1.0473,0.0937,20.0,0.4833,0.4521,32.94,7.0,26.89,90.0,,0.2565,3.0,0.3216,6.0,0.3347,63428.56,0.018,0.268,0.1786,59.9,34.0,3.7,2.3,0.0,7.0,0.2773,13.0,526.24,12.1,1.0,-0.0447,0.3184,6.0,0.0984,0.0837,9.0,0.468,10.0,0.0,1.0,0.0,0.0
,17529.29,1.0,4.0,7.58,54596.49,0.5113,0.3598,3.0,0.1359,0.8909,7.03,1.0,79.67,11.5,0.0,0.8824,2.0,0.8382,0.0,0.8561,402539.07,-0.0644,0.0399,0.803,57.1,40.0,13.7,9.3,0.0,16.0,0.8513,62.0,219.26,135.8,2.0,0.4898,0.09,1.0,0.0431,0.0813,1.0,0.9421,3.24,1.0,0.0,1.0,1.0
65313.22,25098.23,-1.0,3.0,5.14,48116.25,,,9.0,0.3459,0.8014,40.06,6.0,13.73,11.24,2.0,0.6898,0.0,0.6833,2.0,0.6641,-1.0,-999.0,,-1.0,-1.0,25.0,10.3,4.1,0.0,11.0,0.6445,34.0,351.21,64.4,1.0,0.2318,0.1374,4.0,0.1049,,,0.7061,4.9464,0.0,1.0,1.0,0.0
108322.36,8115.52,0.0,1.0,2.85,48409.26,0.4469,0.3904,5.0,0.1357,0.9155,,5.0,41.22,5.0,0.0,0.8896,1.0,0.8898,0.0,0.9381,-1.0,-999.0,-1.0,-1.0,,18.0,0.2,9.0,1.0,16.0,0.8039,55.0,219.05,120.7,,0.5774,0.0507,5.0,0.0874,0.0702,1.0,0.918,1.8252,0.0,0.0,,0.0
49888.79,11232.05,1.0,1.0,,,0.9642,,16.0,0.3441,0.5784,9.06,7.0,16.09,13.29,4.0,0.494,2.0,,4.0,0.4203,-1.0,-999.0,-1.0,-1.0,-1.0,26.0,2.4,3.4,1.0,,0.4074,23.0,517.23,28.4,2.0,0.0366,0.235,6.0,0.0659,0.0698,7.0,0.5192,8.46,0.0,1.0,0.0,0.0
49339.01,1980.7,1.0,1.0,0.06,34418.89,,0.2098,9.0,0.4244,0.803,5.47,3.0,53.6,21.1,1.0,0.7835,1.0,0.7881,1.0,0.748,-1.0,-999.0,-1.0,-1.0,-1.0,,1.3,6.9,1.0,,0.7517,38.0,224.96,79.2,2.0,,0.1242,3.0,0.0748,0.0756,3.0,0.8001,4.4712,0.0,0.0,1.0,0.0
65189.22,2715.98,1.0,3.0,0.12,38318.22,0.5878,0.2924,,0.2383,0.8691,16.86,4.0,41.39,6.77,0.0,0.7791,1.0,0.9187,1.0,0.8313,-1.0,-999.0,-1.0,-1.0,-1.0,21.0,2.7,6.2,1.0,,0.7512,50.0,190.64,125.6,2.0,0.4215,,4.0,0.0703,0.0578,3.0,0.8923,4.2552,0.0,0.0,0.0,
53110.19,18598.95,0.0,4.0,8.19,55287.71,1.041,0.2209,16.0,,0.4532,15.35,6.0,23.97,,,0.3499,,0.5427,4.0,0.4316,-1.0,-999.0,-1.0,-1.0,-1.0,49.0,,1.1,0.0,13.0,0.4819,21.0,650.44,16.7,1.0,-0.0364,0.2619,5.0,0.1064,0.1737,7.0,0.4966,9.4284,0.0,0.0,0.0,0.0
29870.08,,-1.0,2.0,1.03,32286.57,1.0809,0.1528,20.0,0.4323,,16.57,8.0,11.13,35.24,6.0,0.2913,0.0,0.5344,5.0,0.4125,-1.0,-999.0,-1.0,-1.0,-1.0,18.0,0.5,1.7,,10.0,0.2676,17.0,,40.8,2.0,-0.0773,0.2561,7.0,0.1057,0.1054,8.0,0.4847,,0.0,0.0,1.0,0.0
21268.82,3059.6,-1.0,2.0,1.06,24254.96,1.1404,0.1456,20.0,0.496,0.52,,10.0,0.0,22.62,7.0,0.4307,0.0,0.3725,5.0,0.3192,-1.0,-999.0,-1.0,-1.0,-1.0,,8.9,1.7,1.0,4.0,0.1743,15.0,397.62,37.4,2.0,-0.1717,0.2836,,0.1154,0.0867,,0.4594,10.0,0.0,,0.0,0.0
41490.42,1962.71,-1.0,2.0,0.53,38893.12,0.9374,0.2301,17.0,0.3458,0.6367,13.6,9.0,1.78,90.0,5.0,0.5264,0.0,0.5147,4.0,0.4099,-1.0,-999.0,-1.0,-1.0,-1.0,23.0,2.1,3.2,1.0,3.0,0.4051,,418.21,44.4,3.0,0.067,0.2427,7.0,0.1056,0.1227,7.0,0.5207,8.7372,0.0,0.0,0.0,0.0
32174.38,7496.43,0.0,,18.33,34140.23,1.0611,,20.0,0.4706,0.4638,5.79,8.0,24.48,17.05,6.0,0.3585,0.0,0.5238,5.0,0.3131,-1.0,-999.0,-1.0,-1.0,-1.0,23.0,1.7,0.0,1.0,6.0,0.2039,10.0,832.69,49.9,1.0,-0.0289,0.364,7.0,0.0642,0.0832,9.0,0.4914,,0.0,0.0,0.0,0.0
40127.78,9892.83,0.0,1.0,6.66,44658.21,1.1129,0.2362,16.0,0.3599,,17.98,7.0,22.08,47.5,5.0,0.4888,,,4.0,0.4145,-1.0,-999.0,-1.0,-1.0,-1.0,22.0,5.8,0.0,0.0,7.0,0.3238,,501.78,24.3,1.0,-0.1314,0.2259,6.0,0.1131,0.0741,7.0,0.5059,8.1324,0.0,1.0,0.0,0.0
34073.52,14701.62,0.0,2.0,3.16,36656.29,1.0758,,18.0,0.502,0.6397,31.43,9.0,4.44,90.0,,0.2943,0.0,0.5422,4.0,0.3565,-1.0,-999.0,-1.0,-1.0,-1.0,19.0,1.2,0.8,1.0,5.0,0.4209,12.0,748.09,24.6,1.0,-0.078,0.2419,8.0,0.0739,0.1474,8.0,0.4054,8.7084,0.0,0.0,1.0,0.0
69900.35,14652.25,1.0,2.0,6.4,51418.7,0.7356,0.1769,8.0,0.2298,0.8264,0.0,0.0,85.82,22.67,2.0,,0.0,0.7713,1.0,,209032.47,-0.0008,0.1193,0.5495,54.4,34.0,11.1,7.2,0.0,17.0,0.673,44.0,290.5,85.6,1.0,0.2952,0.1422,0.0,0.0826,0.0543,,0.8034,5.1192,0.0,1.0,1.0,0.0
51151.04,8068.52,0.0,3.0,5.38,49406.79,0.9659,0.2271,,0.2855,0.6484,32.23,,21.87,74.2,3.0,0.5373,1.0,0.5353,3.0,0.4447,209212.4,0.0677,0.2056,0.4344,64.7,32.0,6.2,3.1,0.0,8.0,0.642,29.0,422.28,60.5,2.0,0.072,0.1434,,0.0775,,6.0,0.6033,5.1624,1.0,0.0,1.0,1.0
,2192.98,1.0,,0.53,28543.26,0.6784,0.2156,10.0,0.3084,0.782,20.93,2.0,47.79,12.21,2.0,0.6658,1.0,0.6788,2.0,,-1.0,-999.0,-1.0,,-1.0,,1.9,7.0,1.0,8.0,,35.0,202.43,44.3,4.0,,0.1139,,0.1021,0.0684,,0.6415,4.1004,1.0,1.0,1.0,0.0
59994.54,3120.77,-1.0,1.0,0.75,34028.9,0.5672,0.2471,6.0,0.2341,1.0,0.63,0.0,,23.65,1.0,0.7676,0.0,0.7757,1.0,0.8484,-1.0,-999.0,-1.0,-1.0,-1.0,45.0,15.4,5.5,1.0,4.0,0.7529,43.0,196.7,95.0,1.0,0.4599,0.0692,0.0,0.0834,0.0566,2.0,0.708,2.4912,0.0,0.0,1.0,0.0
19658.8,3017.82,-1.0,3.0,2.52,23065.67,1.1733,0.115,22.0,,0.5391,47.26,9.0,5.25,,7.0,0.1955,0.0,0.4238,6.0,0.3219,65443.19,0.1843,0.2706,0.1975,67.8,18.0,2.7,0.0,1.0,4.0,0.1529,9.0,623.4,,2.0,-0.171,,8.0,,0.0993,9.0,0.4595,,0.0,0.0,0.0,0.0
61747.59,3845.54,1.0,1.0,0.74,43155.39,0.6989,0.2349,9.0,0.2567,0.7659,13.58,2.0,54.48,19.28,,0.7262,4.0,0.6559,2.0,0.649,-1.0,-999.0,-1.0,-1.0,-1.0,30.0,6.0,5.0,1.0,10.0,0.6464,40.0,,58.6,2.0,0.2826,0.1725,,0.1196,0.0675,4.0,0.7369,6.21,1.0,0.0,0.0,0.0
,17903.02,0.0,4.0,10.06,52871.54,0.5226,0.3349,6.0,0.1429,0.9057,21.54,8.0,21.64,25.47,,0.8523,1.0,0.9436,1.0,0.9342,329661.66,0.0066,0.0403,0.7797,38.4,18.0,1.3,10.1,1.0,11.0,0.7842,50.0,263.04,133.1,1.0,0.4808,0.0799,6.0,0.0746,0.0768,,0.9124,2.8764,1.0,0.0,1.0,1.0
43186.38,1973.54,0.0,2.0,1.25,40098.55,0.9285,,17.0,0.345,0.4957,75.11,9.0,0.0,,4.0,0.4369,2.0,0.4998,,0.3977,-1.0,-999.0,-1.0,,-1.0,38.0,6.2,1.7,,7.0,,12.0,818.34,21.3,1.0,0.09,0.2025,7.0,0.1096,,7.0,,7.29,,1.0,0.0,0.0
26408.34,1363.95,1.0,3.0,0.31,28600.23,1.083,,20.0,0.4554,0.4231,58.39,10.0,0.0,90.0,,0.4135,1.0,,4.0,0.3478,-1.0,-999.0,-1.0,-1.0,-1.0,24.0,2.1,0.0,1.0,1.0,,12.0,583.68,55.3,2.0,,0.2415,7.0,0.1039,0.081,8.0,0.4213,8.694,0.0,,1.0,0.0
108086.84,4526.01,1.0,1.0,0.83,62928.16,0.5822,0.3552,5.0,0.1596,0.9507,10.58,4.0,63.03,35.0,1.0,0.9953,1.0,0.8342,1.0,0.7696,-1.0,-999.0,-1.0,-1.0,-1.0,18.0,0.7,3.9,1.0,17.0,0.8062,54.0,,99.6,2.0,0.3923,0.0962,3.0,0.0948,0.0682,2.0,0.809,3.4632,0.0,0.0,1.0,0.0
,7467.33,0.0,3.0,7.87,37928.61,0.786,0.2801,,0.3829,0.8219,45.44,6.0,16.57,15.46,2.0,0.6994,0.0,0.6371,2.0,0.6626,185553.58,-0.1803,0.1269,0.5775,25.5,26.0,4.0,4.9,0.0,6.0,0.5934,30.0,313.46,55.4,1.0,0.2534,0.0699,5.0,0.0824,0.0613,,0.6139,2.5164,0.0,0.0,0.0,0.0
62612.26,10414.97,,3.0,6.12,50164.94,0.8012,0.3181,11.0,0.2288,0.6379,,6.0,0.0,27.02,1.0,0.6605,2.0,0.6517,2.0,0.607,131209.7,-0.1541,0.1132,0.6522,,,9.5,5.6,1.0,16.0,0.6414,33.0,,103.4,1.0,0.2259,0.127,,0.1352,0.0551,3.0,0.7408,4.572,1.0,0.0,0.0,0.0
96079.28,21167.48,,1.0,1.83,60914.26,0.634,0.3458,7.0,,0.8578,0.0,2.0,69.72,7.56,1.0,0.7585,0.0,0.6451,1.0,0.7247,-1.0,-999.0,-1.0,-1.0,-1.0,46.0,16.4,4.9,0.0,23.0,0.691,43.0,352.11,90.6,2.0,0.3788,0.1019,,0.1613,0.0631,2.0,0.8398,3.6684,1.0,,0.0,0.0
95574.5,37461.25,1.0,2.0,8.26,64006.24,0.6697,0.3665,11.0,0.1924,0.8478,10.84,6.0,33.09,27.4,2.0,0.6659,0.0,0.8482,1.0,,212307.82,-0.0962,0.1037,0.4897,15.6,18.0,1.1,,1.0,21.0,0.6717,39.0,407.68,86.3,2.0,0.3115,0.1187,5.0,0.0465,0.0625,2.0,0.8231,4.2732,0.0,0.0,1.0,1.0
